"P39_NL","P39_L","P33_NL","P33_L","P22_NL","P22_L","P19_NL","P19_L","P65_NL","P65_L"
"OR5H1",2,0,5,1,0,1,2,5,0,1
"OR5H14",2,1,16,5,2,0,0,3,0,1
"OR5H15",0,0,0,0,0,0,0,0,0,0
"OR5H2",0,0,0,0,0,0,0,0,0,0
"OR5H3P",0,0,0,0,0,0,0,0,0,0
"OR5H4P",1,0,0,0,0,0,0,0,0,0
"OR5H5P",0,0,0,0,0,0,0,0,0,0
"OR5H6",0,0,0,0,0,0,0,0,0,0
"OR5H7P",0,0,0,0,0,0,0,0,0,0
"OR5H8",0,0,0,0,0,0,0,2,0,0
"OR5I1",0,0,0,0,0,0,0,0,0,0
"OR5J1P",0,0,0,0,0,0,0,0,0,0
"OR5J2",0,0,0,0,0,0,0,0,0,0
"OR5J7P",0,0,0,0,0,0,0,0,0,0
"OR5K1",0,0,0,0,0,0,0,0,0,0
"OR5K2",1,1,0,0,0,0,0,0,1,1
"OR5K3",0,0,0,0,0,0,0,0,0,0
"OR5K4",0,0,0,0,0,0,0,0,0,0
"OR5L1",0,0,0,0,0,0,0,0,0,0
"OR5L2",0,0,0,0,0,0,0,0,0,0
"OR5M1",0,0,0,0,0,0,0,0,0,0
"OR5M10",0,0,0,0,0,0,0,0,0,0
"OR5M11",0,0,0,0,0,0,0,0,1,0
"OR5M12P",0,0,0,0,0,0,0,0,0,0
"OR5M13P",0,0,0,0,0,0,0,0,0,0
"OR5M14P",0,0,0,0,0,0,0,0,0,0
"OR5M2P",4,2,26,14,1,0,6,5,1,2
"OR5M3",0,0,0,0,0,0,0,0,0,0
"OR5M4P",0,0,0,0,0,0,0,0,0,0
"OR5M5P",0,0,0,0,0,0,0,1,0,0
"OR5M6P",2,0,0,0,0,0,0,0,2,0
"OR5M7P",0,0,0,0,0,0,0,0,0,0
"OR5M8",0,0,0,0,0,0,0,0,0,0
"OR5M9",0,0,0,0,0,0,0,0,0,0
"OR5P1P",0,0,8,2,0,0,0,0,1,3
"OR5P2",0,1,6,2,1,0,1,1,3,0
"OR5P3",0,0,12,1,1,1,0,0,0,0
"OR5P4P",0,0,6,3,0,0,0,0,0,0
"OR5R1",0,0,0,0,0,0,0,0,0,0
"OR5S1P",0,0,0,0,0,0,0,0,0,0
"OR5T1",0,0,0,0,0,0,0,0,0,0
"OR5T2",1,6,13,9,0,0,0,6,1,5
"OR5T3",0,0,0,0,0,0,0,0,0,0
"OR5V1",0,0,0,0,0,0,0,0,0,0
"OR5W1P",0,0,0,0,0,0,0,0,0,0
"OR5W2",0,0,0,0,0,0,0,0,0,0
"OR6A2",0,0,0,0,0,0,0,2,0,0
"OR6B1",2,0,21,4,1,0,1,5,1,1
"OR6B2",0,0,0,0,0,0,0,0,0,1
"OR6B3",0,0,0,0,0,0,0,1,0,0
"OR6C1",0,0,0,0,0,0,0,0,0,0
"OR6C2",0,0,0,0,0,0,0,0,0,0
"OR6C3",0,0,0,0,0,0,0,2,0,0
"OR6C4",3,1,22,5,0,0,1,3,1,3
"OR6C5P",0,0,0,0,0,0,0,0,0,0
"OR6C6",1,1,6,4,1,0,4,2,0,2
"OR6C64P",0,0,0,0,0,0,0,0,0,0
"OR6C65",0,0,0,0,0,0,0,0,0,0
"OR6C66P",2,0,9,9,0,0,4,0,0,1
"OR6C68",0,0,0,0,0,0,0,0,0,0
"OR6C69P",0,0,0,0,0,0,0,0,0,0
"OR6C70",0,0,0,0,0,0,0,0,0,0
"OR6C71P",0,0,0,0,0,0,0,0,0,0
"OR6C72P",0,0,0,0,0,0,0,1,0,0
"OR6C73P",0,0,0,0,0,0,0,0,0,0
"OR6C74",0,0,0,0,0,0,0,0,0,0
"OR6C75",10,6,48,18,3,0,10,7,4,3
"OR6C76",0,0,0,0,0,0,0,0,0,0
"OR6C7P",0,0,0,0,0,0,0,0,0,0
"OR6D1P",31,25,168,49,17,6,29,64,21,8
"OR6E1P",0,0,0,0,0,0,0,0,0,0
"OR6F1",0,0,0,0,0,0,0,0,0,0
"OR6J1",11,2,40,10,1,1,0,10,0,2
"OR6K1P",0,0,3,0,0,0,0,1,0,0
"OR6K2",0,0,0,0,0,0,0,0,0,0
"OR6K3",2,1,6,1,3,0,0,3,1,1
"OR6K4P",0,0,0,0,0,0,0,0,0,0
"OR6K5P",0,0,0,0,0,0,0,0,0,0
"OR6K6",0,0,0,0,0,0,0,0,0,0
"OR6L1P",0,0,4,3,0,0,2,2,1,0
"OR6L2P",0,0,13,6,0,0,0,0,0,1
"OR6M1",0,0,0,0,0,0,2,0,0,0
"OR6M2P",3,0,3,2,0,0,2,0,0,0
"OR6M3P",0,0,0,0,0,0,0,0,0,0
"OR6N1",0,0,0,0,0,0,0,0,0,0
"OR6N2",0,0,0,0,0,0,0,0,0,0
"OR6P1",0,0,0,0,0,0,0,0,0,0
"OR6Q1",0,0,1,0,0,0,0,1,0,0
"OR6R1P",0,0,0,0,0,0,0,1,0,0
"OR6R2P",3,0,0,1,0,0,1,2,0,0
"OR6S1",0,0,0,0,0,0,0,1,0,0
"OR6T1",0,0,0,0,0,0,0,0,0,0
"OR6U2P",0,2,15,2,1,0,0,1,2,1
"OR6V1",0,0,0,0,0,0,0,1,0,0
"OR6W1P",0,0,0,0,0,0,0,1,0,0
"OR6X1",0,0,1,0,0,0,0,0,0,0
"OR6Y1",8,9,71,31,5,3,14,7,4,7
"OR7A10",0,0,0,0,0,0,0,0,0,0
"OR7A11P",0,0,0,0,0,0,0,0,0,0
"OR7A15P",1,0,0,0,0,0,0,0,0,0
"OR7A17",2,2,21,14,0,0,0,2,2,1
"OR7A18P",0,0,0,0,0,0,0,0,0,0
"OR7A19P",1,0,4,1,1,0,0,1,0,0
"OR7A1P",0,0,0,0,0,0,1,0,1,2
"OR7A2P",0,0,2,0,0,0,0,0,0,0
"OR7A3P",0,0,0,0,0,0,0,0,0,0
"OR7A5",16,5,110,31,17,0,20,12,22,4
"OR7A8P",0,0,0,0,0,0,0,0,0,0
"OR7C1",26,19,262,95,21,1,43,37,54,14
"OR7C2",0,0,0,0,0,0,0,1,0,0
"OR7D1P",0,0,0,0,0,0,0,0,0,0
"OR7D2",10,6,48,21,0,3,7,9,3,10
"OR7D4",3,1,43,11,1,0,5,3,4,2
"OR7E100P",1,1,2,0,0,0,6,0,1,0
"OR7E101P",0,0,0,0,0,0,0,0,0,0
"OR7E102P",3,1,0,0,0,0,5,1,1,0
"OR7E103P",0,0,0,0,0,0,0,0,0,0
"OR7E104P",1,1,34,8,0,0,2,3,3,3
"OR7E105P",0,0,0,0,0,0,0,0,0,0
"OR7E106P",0,0,0,0,0,0,0,0,0,0
"OR7E108P",10,2,4,10,0,1,0,6,9,1
"OR7E109P",2,0,1,0,0,1,0,0,1,0
"OR7E10P",0,0,2,1,0,0,0,0,0,0
"OR7E110P",0,0,0,1,0,0,0,0,0,0
"OR7E111P",0,0,0,0,0,0,0,0,0,0
"OR7E115P",0,0,0,0,0,0,0,0,0,0
"OR7E116P",3,1,0,1,0,0,0,2,2,1
"OR7E117P",0,0,1,1,0,0,0,1,1,0
"OR7E11P",3,3,55,7,3,0,7,0,7,2
"OR7E121P",14,8,5,3,0,3,0,1,2,0
"OR7E122P",183,148,461,442,35,41,51,103,200,165
"OR7E125P",1,2,8,2,0,1,0,0,0,0
"OR7E126P",0,2,6,5,2,0,5,4,2,0
"OR7E128P",1,0,10,5,0,1,3,1,1,1
"OR7E129P",0,0,0,6,0,0,10,0,0,0
"OR7E12P",0,0,0,0,0,0,0,0,0,0
"OR7E130P",2,2,6,0,0,0,0,0,0,0
"OR7E136P",0,0,1,1,1,0,0,0,0,0
"OR7E13P",1,0,0,0,0,0,0,0,0,0
"OR7E140P",0,0,0,0,0,0,0,0,0,0
"OR7E145P",0,0,0,0,0,0,0,0,0,0
"OR7E148P",0,0,0,0,0,0,0,0,0,0
"OR7E149P",0,0,0,0,0,0,0,0,0,0
"OR7E14P",4,4,15,9,2,0,26,16,5,2
"OR7E154P",0,0,14,9,0,0,1,0,0,0
"OR7E155P",0,0,0,0,0,0,0,0,0,0
"OR7E156P",0,0,0,0,0,0,0,0,0,0
"OR7E157P",0,0,0,1,0,0,0,0,0,0
"OR7E158P",3,1,2,1,1,0,4,12,0,1
"OR7E159P",0,0,0,0,0,0,0,0,0,0
"OR7E15P",0,0,3,0,0,0,0,0,0,0
"OR7E161P",1,0,1,4,1,0,2,1,1,0
"OR7E162P",0,0,8,2,1,0,0,1,0,0
"OR7E163P",0,0,0,0,0,0,0,0,0,0
"OR7E16P",0,0,0,0,0,0,0,0,0,0
"OR7E18P",0,0,0,0,0,0,0,0,0,0
"OR7E19P",0,0,0,0,0,0,0,0,0,0
"OR7E1P",2,1,2,0,0,0,0,0,0,0
"OR7E21P",0,0,0,0,0,0,0,0,0,0
"OR7E22P",12,6,8,13,1,4,7,5,2,0
"OR7E23P",0,0,0,0,0,0,0,0,0,0
"OR7E24",0,0,0,1,0,0,0,0,0,0
"OR7E25P",32,12,109,41,19,3,29,20,16,10
"OR7E26P",0,0,0,1,0,0,0,2,1,0
"OR7E28P",102,103,161,180,41,28,39,73,85,129
"OR7E29P",2,1,1,1,1,0,0,2,0,0
"OR7E2P",7,1,9,0,1,1,2,6,0,1
"OR7E31P",0,0,0,0,0,0,0,0,0,0
"OR7E33P",0,0,1,0,0,0,0,3,0,0
"OR7E35P",0,0,0,0,0,0,0,0,0,0
"OR7E36P",0,0,2,0,0,0,0,0,0,0
"OR7E37P",1,0,0,0,0,0,1,0,0,0
"OR7E38P",25,17,82,45,12,16,41,29,37,20
"OR7E39P",9,0,9,4,1,2,5,8,0,0
"OR7E41P",0,0,0,0,0,0,0,0,0,0
"OR7E43P",0,1,0,0,0,0,0,0,0,0
"OR7E46P",0,0,2,0,0,0,0,0,0,0
"OR7E47P",2,2,17,3,1,0,3,3,4,2
"OR7E4P",0,0,0,0,0,0,0,0,0,0
"OR7E53P",0,0,0,0,0,0,0,0,0,0
"OR7E55P",0,0,0,0,0,0,0,0,0,0
"OR7E59P",0,0,3,0,0,1,1,0,0,0
"OR7E5P",0,0,0,0,0,0,0,0,0,0
"OR7E62P",73,30,74,64,5,15,25,31,30,29
"OR7E66P",0,0,0,0,0,0,0,0,0,0
"OR7E7P",9,5,27,21,2,1,9,2,10,5
"OR7E83P",0,2,1,3,0,7,0,0,2,2
"OR7E84P",1,0,1,0,0,0,0,1,0,0
"OR7E85P",0,0,0,1,0,0,0,0,0,0
"OR7E86P",0,0,0,0,0,1,0,0,0,0
"OR7E87P",0,0,0,0,0,0,0,0,0,0
"OR7E89P",1,2,21,9,2,0,1,0,1,2
"OR7E8P",0,0,0,0,0,0,0,0,0,0
"OR7E90P",0,0,2,0,0,2,0,0,0,1
"OR7E91P",52,17,66,44,5,12,52,54,30,18
"OR7E93P",0,0,0,1,0,0,0,0,0,0
"OR7E94P",2,1,7,3,2,0,1,4,1,1
"OR7E96P",0,0,0,0,0,0,0,1,0,0
"OR7E97P",0,0,0,0,0,0,0,0,0,0
"OR7E99P",0,0,0,0,0,0,0,0,0,0
"OR7G1",0,0,0,0,0,0,0,0,0,0
"OR7G15P",0,0,0,0,0,0,0,0,0,0
"OR7G2",1,2,25,13,2,1,5,8,2,2
"OR7G3",0,0,0,0,0,0,0,0,0,0
"OR7H1P",0,0,0,0,0,0,0,0,0,0
"OR7H2P",0,0,0,0,0,0,0,0,0,0
"OR7K1P",0,0,1,0,0,0,0,0,0,0
"OR7L1P",0,0,0,0,0,0,0,0,0,0
"OR7M1P",0,3,16,8,0,1,1,0,2,3
"OR8A1",20,18,57,55,4,8,12,21,11,15
"OR8A2P",0,0,0,0,0,0,0,0,0,0
"OR8A3P",0,0,0,0,0,0,0,0,0,0
"OR8B10P",0,0,0,0,0,0,0,0,0,0
"OR8B12",0,0,0,0,0,0,0,0,0,0
"OR8B1P",0,0,0,0,0,0,0,0,0,0
"OR8B2",0,0,0,0,0,0,0,0,0,0
"OR8B3",0,0,0,0,0,0,0,0,0,0
"OR8B4",0,0,0,0,0,0,0,0,0,0
"OR8B5P",0,0,1,0,0,0,1,0,0,0
"OR8B6P",0,0,0,0,0,0,0,1,0,0
"OR8B7P",0,1,1,0,0,0,0,0,1,0
"OR8B8",0,2,24,4,0,0,1,1,3,0
"OR8B9P",2,4,25,9,1,0,2,1,7,2
"OR8C1P",0,0,0,0,0,0,0,2,0,0
"OR8D1",3,1,13,7,3,0,5,2,7,3
"OR8D2",0,0,0,0,0,0,0,0,0,0
"OR8D4",0,2,7,2,1,0,1,0,2,2
"OR8F1P",0,0,0,0,0,0,0,0,0,0
"OR8G1",4,1,14,4,1,0,5,1,0,0
"OR8G2P",0,0,0,0,0,0,0,0,0,0
"OR8G3P",0,0,0,0,0,0,0,0,0,0
"OR8G5",0,0,0,1,0,0,0,0,0,1
"OR8G7P",0,0,0,0,0,0,0,0,0,0
"OR8H1",1,3,23,8,0,0,0,0,1,1
"OR8H2",0,0,7,0,0,0,0,1,0,0
"OR8H3",0,0,0,0,0,0,0,0,0,0
"OR8I1P",0,0,0,0,0,0,0,0,0,0
"OR8I2",0,0,0,0,0,0,0,0,0,0
"OR8I4P",0,0,0,0,0,0,0,0,0,0
"OR8J1",0,0,0,0,0,0,0,0,0,0
"OR8J2",0,0,0,0,0,0,0,0,0,0
"OR8J3",0,0,0,0,0,0,0,1,0,0
"OR8K1",0,0,0,0,0,0,0,0,0,1
"OR8K2P",0,0,0,0,0,0,0,0,0,0
"OR8K3",0,0,0,0,0,0,0,0,0,0
"OR8K4P",0,0,0,0,0,0,0,0,0,0
"OR8K5",0,0,0,0,0,0,0,1,0,0
"OR8L1P",0,0,0,0,0,0,0,0,0,0
"OR8Q1P",0,0,0,0,0,0,0,0,0,0
"OR8R1P",0,0,5,1,2,0,0,0,0,0
"OR8S1",0,0,0,0,0,0,0,0,0,0
"OR8S21P",0,0,0,0,0,0,0,0,0,0
"OR8T1P",1,2,5,6,1,1,1,0,2,2
"OR8U1",0,0,1,0,0,0,0,0,0,0
"OR8V1P",0,0,0,0,0,0,0,0,0,0
"OR8X1P",0,0,0,0,0,0,0,0,0,0
"OR9A1P",0,0,2,0,0,0,0,3,1,0
"OR9A2",1,0,0,0,0,0,0,0,0,1
"OR9A3P",0,0,0,0,0,0,1,0,0,0
"OR9A4",0,0,5,2,0,0,0,0,0,0
"OR9G1",0,0,0,0,0,0,0,0,1,0
"OR9G2P",0,0,0,0,0,0,0,1,0,0
"OR9G3P",0,0,0,0,0,0,0,0,0,0
"OR9G4",0,0,0,0,0,0,0,0,0,0
"OR9H1P",9,2,33,19,1,0,7,4,8,7
"OR9I1",3,0,6,3,0,0,0,1,0,0
"OR9I2P",0,0,7,2,0,0,0,0,0,1
"OR9I3P",1,0,4,0,0,0,0,0,2,0
"OR9K1P",0,0,1,3,0,0,1,0,1,1
"OR9K2",0,0,0,0,0,0,0,0,0,0
"OR9L1P",0,0,1,0,0,0,0,0,0,0
"OR9M1P",26,12,35,38,3,9,3,8,27,16
"OR9N1P",0,0,0,0,0,0,0,0,1,0
"OR9P1P",0,0,0,0,0,0,0,0,0,0
"OR9Q1",3,4,8,12,3,1,1,7,4,5
"OR9Q2",0,0,3,1,0,0,5,2,0,0
"OR9R1P",0,0,0,0,0,0,0,0,0,0
"OR9S24P",0,0,0,0,0,0,0,0,0,0
"ORAI1",4740,1539,7656,2895,3405,926,4876,6582,3319,2294
"ORAI2",123,88,379,183,86,34,255,273,67,73
"ORAI3",550,296,1249,481,414,55,645,1001,469,296
"ORAOV1P1",0,0,1,0,0,0,0,0,0,0
"ORC1",128,155,307,302,54,56,78,122,96,168
"ORC2",701,705,1591,1601,180,110,266,891,909,692
"ORC3",293,591,556,1087,101,183,125,781,950,1095
"ORC4",896,1108,1624,2150,222,281,364,1511,1819,1640
"ORC5",643,700,731,1221,146,175,216,765,619,823
"ORC6",125,190,658,477,70,37,98,252,158,208
"ORM1",0,1,3,0,0,0,0,4,0,0
"ORM2",1,0,4,0,0,0,0,0,0,0
"ORMDL1",867,906,1211,1433,191,191,380,1144,1215,1095
"ORMDL2",679,573,813,984,350,411,677,1391,741,1045
"ORMDL3",2133,1267,4270,2275,1177,489,2011,2927,2241,2390
"OS9",8672,4505,12517,8582,4642,1255,4994,9136,7880,7047
"OSBP",3556,2459,8485,4462,1180,630,1691,3553,3725,2365
"OSBP2",388,226,684,337,188,153,257,240,290,230
"OSBPL10",474,416,1503,1139,185,121,261,495,917,567
"OSBPL10-AS1",1,2,5,6,0,0,2,1,4,4
"OSBPL11",992,936,2248,2067,206,254,235,818,1490,1308
"OSBPL1A",669,706,1501,1305,281,258,306,869,1331,1727
"OSBPL2",3404,1940,10477,4949,946,636,1763,3899,4246,2456
"OSBPL3",1140,1351,2506,2626,338,245,476,1077,1507,1064
"OSBPL5",3022,1174,7355,2805,1458,305,2863,2755,2320,1565
"OSBPL6",1451,1110,3146,1982,382,298,394,1050,1389,1095
"OSBPL7",20,13,63,11,8,2,39,62,27,9
"OSBPL8",2482,2966,7873,6964,637,623,935,3186,6326,4900
"OSBPL9",912,1185,2442,2369,222,273,420,1452,1806,1704
"OSBPL9P1",0,0,0,0,0,0,0,0,0,0
"OSBPL9P2",1,0,0,0,0,0,0,0,0,0
"OSBPL9P3",0,0,0,0,0,0,0,0,0,0
"OSBPL9P4",0,0,4,1,2,0,0,0,0,0
"OSBPL9P5",0,0,1,0,0,0,1,0,0,0
"OSCAR",59,34,111,25,46,11,123,80,24,13
"OSCP1",167,143,202,290,91,77,139,267,226,239
"OSER1",897,1043,3305,3274,269,320,566,1374,1863,2763
"OSER1-DT",222,177,434,229,102,48,189,320,255,198
"OSGEP",506,465,1538,1127,206,148,594,1012,590,539
"OSGEPL1",188,222,237,395,53,45,77,235,191,250
"OSGEPL1-AS1",2,6,14,11,1,0,4,5,8,2
"OSGIN1",74,31,493,121,56,31,85,72,55,113
"OSGIN2",408,309,634,536,136,104,209,532,446,413
"OSM",0,2,13,22,5,0,0,46,4,31
"OSMR",556,594,3679,1715,223,56,269,779,1483,1072
"OSMR-AS1",16,22,132,50,4,3,17,32,44,27
"OSR1",2,0,8,4,0,0,2,1,2,0
"OSR2",1,6,6,8,0,0,0,1,1,0
"OST4",1924,1988,1716,2873,1280,1338,3188,4990,2217,2886
"OSTC",868,1336,1238,2179,320,525,620,2286,1346,1986
"OSTCP1",6,5,39,10,0,1,4,1,9,4
"OSTCP2",1,0,2,0,2,0,0,1,7,3
"OSTCP4",0,0,0,0,0,0,0,0,0,0
"OSTCP5",0,0,0,0,0,0,0,0,0,0
"OSTCP6",0,0,1,0,0,0,0,0,0,0
"OSTCP8",0,0,7,2,2,0,1,0,0,0
"OSTF1",2152,1911,2521,3456,624,872,853,3424,2840,2866
"OSTF1P1",0,0,0,0,0,0,0,2,0,0
"OSTM1",533,491,1544,1059,139,126,256,755,1239,733
"OSTM1-AS1",1,1,1,1,0,2,1,0,0,3
"OSTN",2,0,29,23,0,1,0,0,2,1
"OSTN-AS1",1,6,7,3,0,0,3,2,2,5
"OTC",0,1,1,0,0,0,0,1,1,1
"OTOA",7,0,9,4,4,0,4,5,0,1
"OTOAP1",13,4,46,11,5,0,2,9,5,0
"OTOF",37,21,65,29,10,7,12,8,22,17
"OTOG",0,1,1,0,0,0,0,3,2,0
"OTOGL",3,3,3,12,2,2,0,2,5,2
"OTOL1",0,0,0,0,0,0,0,0,0,0
"OTOP1",29,27,25,55,8,5,26,60,44,13
"OTOP2",13,28,12,72,0,22,3,2,4,98
"OTOP3",174,228,85,436,8,163,6,24,47,855
"OTOR",0,0,0,0,0,0,0,0,0,0
"OTOS",0,0,0,0,0,0,0,1,0,0
"OTP",0,0,0,0,0,0,0,3,0,0
"OTUB1",5364,1966,8234,3788,3795,1487,7465,6495,3112,2812
"OTUB2",226,179,811,274,83,66,118,92,521,281
"OTUD1",1428,853,3113,1557,327,186,373,986,2568,1283
"OTUD3",384,394,2404,949,105,50,184,447,672,512
"OTUD4",1655,1516,6854,3820,427,229,943,2149,3096,1842
"OTUD4P1",0,0,3,1,0,0,0,3,2,3
"OTUD5",2624,1231,7916,2714,1210,424,2323,2548,2601,1929
"OTUD6A",1,2,14,7,1,0,2,3,1,0
"OTUD6B",206,409,570,874,41,81,66,434,556,816
"OTUD6B-AS1",431,796,582,1505,59,328,124,871,1167,1695
"OTUD7A",349,170,679,315,133,34,215,156,222,144
"OTUD7B",1125,608,2591,1322,423,134,652,1027,1172,721
"OTULIN",1524,1270,5975,3422,469,228,926,1859,2184,1562
"OTULINL",132,165,200,252,52,74,117,460,183,234
"OTX1",680,342,1223,612,318,124,438,604,394,397
"OTX2",0,0,1,1,0,0,0,2,0,0
"OTX2-AS1",5,2,46,14,5,2,6,11,8,4
"OTX2P1",0,0,0,0,0,0,0,0,0,0
"OTX2P2",0,0,0,0,0,0,0,0,0,0
"OVAAL",0,0,0,1,1,0,0,0,0,0
"OVCA2",804,445,990,677,491,343,918,1232,410,399
"OVCH1",1,0,10,10,0,1,0,0,2,2
"OVCH1-AS1",16,5,110,105,9,1,3,3,0,0
"OVCH2",11,9,357,57,2,3,10,14,72,48
"OVGP1",79,85,474,300,21,4,27,85,110,108
"OVOL1",6630,2504,42489,11888,2479,386,2804,2715,14719,8791
"OVOL1-AS1",111,42,734,273,48,18,31,31,108,111
"OVOL2",484,251,896,486,237,97,420,712,433,360
"OVOL3",2,2,27,9,2,0,6,5,1,0
"OXA1L",3627,2715,5820,5579,1998,1082,4054,6232,2703,2230
"OXCT1",1821,1767,4242,4323,454,637,539,2060,2616,2290
"OXCT1-AS1",27,31,100,93,9,17,23,33,39,39
"OXCT2",34,8,68,24,8,5,8,5,19,20
"OXCT2P1",4,0,20,2,2,0,0,2,4,0
"OXER1",56,39,172,116,16,8,48,68,72,53
"OXGR1",5,5,5,3,0,1,3,8,3,1
"OXLD1",487,324,818,614,319,157,712,897,466,518
"OXNAD1",240,253,483,511,79,65,133,357,353,417
"OXR1",1658,2628,4249,6565,266,588,496,2453,5166,5164
"OXSM",252,279,417,506,78,80,179,456,339,400
"OXSR1",1840,1602,8108,3394,527,411,810,2105,2747,2024
"OXT",3,2,2,1,3,0,2,1,1,0
"OXTR",5,0,40,17,1,3,2,15,2,4
"P2RX1",1,2,2,115,0,17,2,462,0,101
"P2RX2",2,0,17,3,1,0,0,1,0,0
"P2RX3",4,0,9,3,1,1,2,3,1,1
"P2RX4",218,109,483,255,111,47,185,373,180,129
"P2RX5",0,1,1,1,1,0,3,0,3,3
"P2RX5-TAX1BP3",38,24,125,52,9,11,35,56,31,38
"P2RX6",16,6,24,12,1,2,11,15,28,12
"P2RX6P",2,4,0,0,0,6,1,1,1,2
"P2RX7",1079,703,3295,1578,380,74,339,836,1226,536
"P2RY1",1318,1184,2558,2410,307,203,357,1755,2400,2184
"P2RY10",13,25,79,36,13,6,47,107,31,26
"P2RY10BP",0,0,0,0,0,0,0,0,0,0
"P2RY11",448,159,1157,288,178,20,310,200,455,370
"P2RY12",0,1,3,1,1,0,0,1,4,1
"P2RY13",27,69,20,38,19,10,126,250,61,44
"P2RY14",22,37,32,83,5,11,48,155,104,61
"P2RY2",737,362,2301,705,676,83,1296,1307,506,292
"P2RY4",1,7,65,20,7,0,6,3,18,9
"P2RY6",9,10,53,11,8,2,18,24,11,2
"P2RY8",1,5,41,27,3,3,71,67,2,2
"P3H1",304,212,892,474,158,49,228,451,344,234
"P3H2",690,744,1901,1324,700,152,505,1194,1275,876
"P3H2-AS1",17,6,24,23,12,7,11,10,19,14
"P3H3",426,137,648,257,247,37,297,218,184,205
"P3H4",376,149,881,281,249,101,321,376,268,262
"P3R3URF",0,0,1,0,0,0,0,0,0,0
"P3R3URF-PIK3R3",0,0,0,0,0,0,0,0,0,0
"P4HA1",714,833,1774,1274,280,148,286,971,1272,1392
"P4HA2",1137,1174,1737,1818,545,157,711,1476,1092,1221
"P4HA2-AS1",6,0,0,18,0,2,6,7,2,12
"P4HA3",7,5,39,8,1,1,2,4,3,6
"P4HA3-AS1",3,1,24,12,0,1,2,5,10,4
"P4HB",31203,13864,53744,29280,18787,5919,22792,29917,19446,17099
"P4HTM",576,322,1954,807,241,68,516,603,482,299
"PA2G4",6620,4868,8804,9749,2665,2542,4400,10020,7450,9050
"PA2G4P1",0,0,0,0,0,0,0,0,0,0
"PA2G4P2",0,0,0,1,0,0,0,3,0,0
"PA2G4P3",0,0,0,1,0,0,0,0,0,0
"PA2G4P4",2,2,7,10,1,0,5,0,2,2
"PA2G4P6",1,0,15,5,1,0,2,1,1,2
"PAAF1",621,453,885,740,247,149,512,856,275,222
"PABPC1",39038,30908,79173,57990,16344,11666,23056,60690,27358,21346
"PABPC1L",69,169,751,664,11,7,58,153,189,169
"PABPC1L2A",0,0,6,2,0,0,0,0,0,1
"PABPC1L2B",0,0,0,0,0,0,0,0,0,0
"PABPC1L2B-AS1",0,0,0,0,0,0,0,0,0,0
"PABPC1P1",1,1,7,2,0,0,0,0,0,0
"PABPC1P10",0,1,0,0,0,1,0,0,0,0
"PABPC1P11",10,3,34,15,4,0,3,0,8,1
"PABPC1P12",0,0,0,0,0,0,0,0,0,0
"PABPC1P13",0,0,0,0,0,0,0,0,0,0
"PABPC1P2",1,0,1,0,0,0,0,0,0,0
"PABPC1P3",0,0,0,0,0,0,0,0,0,0
"PABPC1P4",10,22,9,23,5,4,6,23,28,23
"PABPC1P5",0,0,0,0,0,0,0,0,0,0
"PABPC1P6",0,0,1,0,0,0,0,2,0,0
"PABPC1P7",1,1,6,1,0,0,1,7,8,0
"PABPC1P8",0,0,1,0,0,0,0,3,0,0
"PABPC1P9",0,0,0,0,0,0,0,2,0,0
"PABPC3",5,5,3,10,0,2,2,2,1,2
"PABPC4",2700,1844,8136,4354,1498,742,2448,4240,2504,1896
"PABPC4-AS1",7,6,128,52,2,0,2,6,12,4
"PABPC4L",9,30,12,101,0,7,0,18,56,53
"PABPC5",3,1,6,0,0,0,2,3,4,0
"PABPC5-AS1",0,0,0,0,0,1,0,4,0,0
"PABPN1",2470,2088,7693,4570,904,870,1914,4492,3096,3043
"PABPN1L",0,2,1,1,0,0,0,1,1,0
"PACC1",105,120,223,179,11,35,47,178,113,223
"PACERR",1,2,3,1,1,0,0,0,0,1
"PACRG",48,38,104,67,24,13,25,37,46,63
"PACRG-AS1",9,3,48,17,9,0,7,6,7,4
"PACRG-AS2",0,0,0,0,0,0,0,0,0,0
"PACRG-AS3",1,0,5,3,0,0,0,0,0,0
"PACRGL",348,392,647,771,88,94,144,492,467,524
"PACS1",2405,1237,5396,2165,2252,387,3720,3890,1691,1036
"PACS2",1505,657,4523,1326,1062,280,2436,2127,1300,730
"PACSIN1",0,2,4,1,2,1,5,4,2,2
"PACSIN2",1337,1049,3510,2031,536,281,1201,2071,1848,1080
"PACSIN3",2095,992,3782,1921,1273,368,2935,3489,1326,1199
"PADI1",131,146,145,145,50,31,24,135,215,176
"PADI2",67,71,174,79,42,13,126,272,35,43
"PADI3",46,12,47,9,21,4,45,113,47,9
"PADI4",1,0,16,2,0,1,3,9,5,1
"PADI6",0,0,3,0,0,0,0,1,0,0
"PAEP",1,12,25,20,2,1,15,15,10,11
"PAEPP1",0,0,0,0,0,0,0,2,0,0
"PAF1",1578,965,5914,3200,649,360,1051,2098,1391,1217
"PAFAH1B1",5651,3843,14017,7778,1602,1157,2647,6536,7566,5261
"PAFAH1B1P1",0,0,0,0,0,0,0,0,0,0
"PAFAH1B2",2518,1679,4298,2961,782,432,1484,3528,2411,1904
"PAFAH1B3",433,231,606,387,269,90,725,752,175,195
"PAFAH2",766,434,1568,798,260,131,497,742,1056,798
"PAG1",341,327,2018,805,116,51,247,463,991,339
