"P11_L","P12_L","P13_L","P14_L","P15_L","P16_L","P17_L","P18_L","P19_L","P20_L","P11_PL","P12_PL","P13_PL","P14_PL","P15_PL","P16_PL","P17_PL","P18_PL","P19_PL","P20_PL"
"RAD9B",3.97905,4.0398,4.25485,3.8636,3.75,4.19225,3.8913,3.9311,4.0237,4.275,3.85265,4.24285,3.87755,3.85645,3.874,4.05965,3.78835,3.36335,3.5629,3.77055
"RADIL",6.8391,6.438,6.5873,6.6313,6.5439,6.6614,6.5008,6.6654,6.7769,6.5003,6.5472,7.1348,5.9261,6.7452,6.9351,6.7377,6.4917,6.5408,6.5896,6.5288
"RAE1",8.13006666666667,7.82953333333333,8.17,7.74393333333333,8.0331,7.97533333333333,7.73426666666667,8.0357,8.16193333333333,7.86753333333333,7.99923333333333,8.03796666666667,7.99526666666667,7.88473333333333,7.93883333333333,7.8656,7.8658,7.85046666666667,8.003,7.90613333333333
"RAET1E",7.1985,7.1615,8.2469,7.3103,7.9173,8.2192,6.891,8.1158,6.5388,7.8488,7.5217,6.8891,7.7789,7.3221,7.4647,7.783,6.5999,7.408,7.0864,7.1398
"RAF1",9.44975,9.2681,9.41595,9.0689,9.273,9.28445,8.99365,9.1303,9.1991,8.8724,9.3855,9.4652,9.39795,9.23315,9.1834,9.2209,9.2368,9.2321,9.3081,9.04095
"RAG1",4.32655,4.49045,4.26735,4.48095,4.2351,4.75265,4.52425,4.5774,3.96915,5.1101,4.75505,4.3434,4.33405,4.2581,4.34895,4.3525,4.71715,4.29675,4.24375,4.9194
"RAG2",2.6609,2.6756,2.8534,2.8671,2.7308,2.6933,2.8175,2.7308,2.5795,2.8542,2.5428,2.9949,2.8183,2.5127,2.7045,2.622,2.5606,2.6491,2.6036,2.4375
"RAI1",6.8172,6.75706666666667,7.00853333333333,6.84906666666667,6.6315,6.60903333333333,6.72783333333333,6.88053333333333,7.03576666666667,6.64116666666667,6.8197,6.80986666666667,7.0124,6.7365,6.6937,6.6313,6.7796,6.77213333333333,6.82,6.5837
"RAI14",11.1468,11.392,11.4104,11.3452,11.3598,10.9173,10.8804,10.782,11.3946,11.2977,11.2488,11.4229,11.3133,11.3675,11.3349,10.9003,10.9788,11.0359,11.4801,11.3513
"RAI2",10.1531,9.4203,8.4138,9.9825,9.7879,9.5252,10.1856,9.3882,9.6825,9.8537,9.7991,9.9312,8.7968,9.8688,9.5323,9.4793,10.2487,9.077,9.6106,9.1504
"RALA",10.74305,10.6501,10.9173,10.9319,10.8147,10.8906,10.90105,10.8463,10.9973,10.9002,10.6125,10.65245,10.77645,10.7861,10.77525,10.86135,10.6927,10.7553,10.82215,10.76975
"RALB",8.2152,8.18785,8.16225,8.1247,8.2793,8.54085,8.58755,8.4855,8.15825,8.41075,8.28175,8.2273,8.2654,8.1883,8.268,8.4995,8.46655,8.18895,8.37345,8.0793
"RALBP1",10.7954666666667,10.6827,11.1114,10.8798333333333,11.0393333333333,10.9509666666667,10.8604,10.7596666666667,11.2450666666667,10.8317333333333,10.7478333333333,10.6315333333333,10.9725333333333,10.8655666666667,10.8569,10.7803,10.7878,10.8828333333333,10.9752333333333,10.6500333333333
"RALGAPA1",6.997825,7.4209125,7.2420125,6.7261625,6.7907875,7.060625,7.041,6.780825,6.4997375,6.6441625,7.16455,7.067775,7.3876125,6.935975,6.8766125,7.2838375,7.3187625,7.2428,6.9024625,6.6758875
"RALGAPA2",6.47896,7.13216,7.15666,6.6435,6.71788,6.79596,6.81226,6.56042,6.66128,6.76732,6.76308,7.1958,7.23294,6.86828,6.75796,6.6496,6.70956,6.70888,6.7531,6.83012
"RALGAPB",9.32113333333333,9.23056666666667,9.62013333333333,9.26396666666667,9.17113333333333,9.54046666666667,9.30506666666667,9.44203333333333,9.4785,9.28476666666667,9.15486666666667,9.31273333333333,9.50306666666667,9.34806666666667,9.27356666666667,9.32383333333333,9.12186666666667,9.24316666666667,9.234,9.3122
"RALGDS",9.3418,8.5646,9.3218,9.1518,9.06725,9.126,8.6421,8.97405,9.2842,8.6252,8.8229,9.41315,8.9834,8.9238,8.7209,9.09315,9.029,9.0426,9.20155,8.48585
"RALGPS1",5.31686,5.30136,5.41678,5.2462,5.1434,5.35054,5.26394,5.45286,5.43092,5.11596,5.1584,5.32838,5.25554,5.3239,5.2559,5.25006,5.2363,5.27064,5.30158,5.26696
"RALGPS2",7.52444,7.2249,7.72384,6.9475,7.82382,7.69648,7.17862,7.73328,7.2438,7.4114,7.46516,7.30732,7.55526,7.33406,7.71438,7.38432,7.15216,7.47246,7.5226,7.27972
"RALY",10.5681,10.3824,10.6716,10.7549,10.6876,10.7547,10.6126,10.6293,10.6932,10.7036,10.7655,10.4145,10.5754,10.7266,10.5138,10.8579,10.7216,10.4666,10.7082,10.5471
"RALY-AS1",6.3116,5.9975,6.4245,6.3936,6.6223,6.1036,5.799,6.8746,6.4265,6.6517,6.4296,6.2839,6.3388,6.0684,6.4715,5.9674,5.8377,6.1604,6.2782,6.6269
"RALYL",2.1866,1.8949,1.8279,2.1783,2.1886,2.8331,2.1035,2.2383,2.1448,1.8625,1.9139,2.2255,2.0734,2.0477,1.7112,2.1378,2.2446,2.0403,3.28,1.9661
"RAMP1",7.0792,7.0481,6.9441,6.9318,6.9617,6.8115,6.5223,7.2995,7.5382,7.2516,7.0797,7.1996,6.9308,6.7993,7.1639,7.1736,6.9554,7.2375,7.3984,7.4709
"RAMP2",8.5971,8.6111,7.9067,8.6069,8.8922,8.119,9.2178,8.422,8.7547,9.3713,8.8038,8.674,8.2569,8.8128,8.5361,8.5782,9.5333,8.091,8.5682,8.7489
"RAMP2-AS1",4.85495,5.0158,4.88815,4.89985,4.98705,4.8856,5.2137,4.60005,4.68515,4.90455,4.78315,5.08345,4.8941,4.9649,4.8644,4.81365,5.114,4.8375,4.6749,4.77065
"RAMP3",6.7731,6.7286,6.1275,7.1856,6.5579,6.0112,6.8907,6.79,6.802,7.6226,6.7636,6.5186,6.4655,6.8758,6.3475,6.3225,7.0604,6.6345,6.9577,7.3582
"RAN",11.82875,11.8558,12.06645,12.0577,11.95585,11.9088,11.84065,12.0078,11.99265,11.96975,11.8837,11.82075,11.98155,11.92635,11.82785,11.77375,11.7226,11.8874,11.90935,11.9888
"RANBP1",8.0948,7.98633333333333,8.49873333333333,8.13046666666667,8.26666666666667,8.3807,8.16896666666667,8.46863333333333,7.9594,8.1029,8.21083333333333,8.04693333333333,8.2671,8.15663333333333,8.21916666666667,8.30633333333333,8.23013333333333,8.1021,8.1206,8.0304
"RANBP10",6.115825,6.0519,6.4223,6.194875,6.292175,6.33605,6.1203,6.15675,6.394175,5.984275,5.974575,6.1038,6.1062,6.162825,6.111425,6.288275,6.082,6.0589,6.309175,6.058025
"RANBP17",4.27855,4.39735,4.3058,4.2978,4.02135,4.2918,4.09915,3.8786,4.28845,3.9286,4.4496,4.39545,4.0906,4.5263,4.16375,4.2105,4.2509,4.3586,4.3661,4.57515
"RANBP2",8.9783,9.2204,9.32604,9.2455,8.95322,9.03706,9.09844,9.1221,9.05816,8.89764,9.17778,9.01462,9.30098,9.26798,9.03868,8.88892,9.0703,9.16852,9.0112,8.9634
"RANBP3",7.45935,7.18215,7.52245,7.352525,7.407975,7.3973,7.293425,7.388925,7.500575,7.472625,7.402425,7.339775,7.341725,7.393325,7.282725,7.4288,7.373775,7.194725,7.3964,7.081275
"RANBP3L",3.1042,2.7448,2.8057,3.12,2.9859,3.3255,3.5614,2.7225,3.0996,3.2099,3.1077,2.9505,2.8238,2.8212,3.4679,3.2612,3.6987,3.3091,3.1701,3.0406
"RANBP6",10.3278,10.3416,10.6903,10.6577,10.3132,10.1611,10.4353,10.3078,10.6583,10.2701,10.3398,10.4171,10.5729,10.3557,10.2741,9.9062,10.279,10.3299,10.2996,10.3952
"RANBP9",8.2629,8.038025,8.5555,8.18145,8.17915,8.76225,8.2083,8.26665,8.177975,7.95875,8.243825,8.20045,8.458575,8.297825,8.1617,8.426775,8.153525,8.548075,8.1077,8.096
"RANGAP1",8.2421,7.9142,8.93816666666667,8.44326666666667,8.44496666666667,8.6212,7.97383333333333,8.65433333333333,8.62126666666667,8.3879,8.49133333333333,8.09536666666667,8.5022,8.47016666666667,8.5225,8.41686666666667,7.94583333333333,8.49383333333333,8.46596666666667,8.43126666666667
"RANGRF",7.79985,7.66235,7.74215,8.01285,7.82265,7.90195,7.6138,7.5169,7.85145,7.97285,7.70155,7.65055,7.62555,7.72255,7.47565,7.78145,7.77085,7.3509,7.6401,7.859
"RAP1A",6.64725,6.804075,6.951525,6.973875,7.04895,6.66305,7.07225,6.90655,6.8761,6.903775,6.87785,6.957475,6.92075,6.826775,7.036075,6.618075,6.85385,6.96285,6.9363,6.9304
"RAP1B",12.5949,12.7214,12.5153,12.7408,12.6994,12.5742,12.6687,12.5448,12.6431,12.6276,12.5782,12.6213,12.5871,12.6487,12.573,12.6402,12.6336,12.505,12.5874,12.6131
"RAP1GAP",6.21255,6.1117,5.88045,6.0476,5.4647,5.76505,5.97285,5.89075,5.83705,6.281,6.3194,6.0235,6.0714,5.9591,6.33565,5.81295,6.0084,5.93105,5.948,6.11485
"RAP1GAP2",7.6574,8.5096,7.62,8.1011,8.0237,7.6349,7.4667,7.4389,8.5514,7.2999,7.5383,8.4786,7.7154,7.715,8.0208,7.75,7.5016,7.4923,8.0237,7.5525
"RAP1GDS1",8.085775,8.11935,8.1862,7.885825,7.86,8.0081,7.98685,8.13165,8.3183,8.1149,8.057875,8.1618,8.126075,7.8698,8.305,7.892025,7.788325,7.9986,8.025675,8.157225
"RAP2A",7.17971666666667,7.22631666666667,7.34456666666667,7.47496666666667,7.5597,7.61655,7.64906666666667,7.67845,7.67615,7.4668,7.3398,7.11785,7.23838333333333,7.32863333333333,7.52295,7.59295,7.48361666666667,7.44771666666667,7.42421666666667,7.52093333333333
"RAP2B",7.89353333333333,7.8824,7.84363333333333,8.1986,8.10013333333333,8.08776666666667,8.32423333333333,8.17966666666667,7.86043333333333,8.20133333333333,7.87933333333333,7.8685,7.91436666666667,8.0609,8.07563333333333,8.14443333333333,8.17246666666667,7.9985,8.04576666666667,8.08846666666667
"RAP2C",10.35165,10.4443,10.46695,10.6602,10.4976,10.30435,10.48745,10.36775,10.52815,10.51595,10.33645,10.5326,10.4094,10.4993,10.53805,10.2341,10.34365,10.3379,10.6129,10.42185
"RAP2C-AS1",6.3165,6.1651,5.6588,5.6648,6.184,6.0614,6.4118,5.9822,5.9924,6.0166,6.6432,6.3203,6.0987,6.0175,6.1976,6.0928,6.2627,5.9285,6.4661,5.99
"RAPGEF1",8.44786666666667,7.99456666666667,8.16643333333333,8.28086666666667,8.29473333333333,8.3089,8.4634,8.32273333333333,8.33323333333333,8.4575,8.6322,8.12543333333333,8.2033,8.4556,8.21103333333333,8.48333333333333,8.60423333333333,8.26123333333333,8.23053333333333,8.24933333333333
"RAPGEF2",6.58592,6.85454,6.8849,6.7295,6.21306,6.70098,7.05064,6.85056,6.11944,6.55524,6.63122,6.54884,6.95712,6.85522,6.57798,6.80422,7.07588,6.74398,6.2567,6.42196
"RAPGEF3",5.817,5.58545,5.338,5.21375,5.51215,5.30845,5.4291,5.27935,5.5074,5.82025,5.4385,5.62435,5.4726,5.20885,5.35025,5.1179,5.75905,5.3731,5.52115,5.4875
"RAPGEF4",9.7997,9.7979,10.3026,9.785,9.9983,9.9016,9.5754,9.711,10.0765,9.7781,9.3188,10.0805,10.2739,9.7928,9.8717,9.7124,9.204,10.1128,9.9539,9.5491
"RAPGEF4-AS1",3.011,2.8458,3.8361,2.6304,2.9915,3.4405,2.6265,3.1096,2.9343,3.3943,2.6081,2.8873,3.0706,2.2909,2.6733,2.8365,2.4249,2.4063,2.8634,2.7222
"RAPGEF5",5.690825,5.6815,5.806375,5.52825,5.75895,5.93425,6.255075,5.746325,5.836425,5.938125,5.854,5.707725,5.7313,5.75445,6.105775,6.0482,6.20395,5.960025,5.98955,5.867375
"RAPGEF6",8.0498,8.541525,8.452575,8.1336,8.26175,8.44575,8.611075,8.310675,8.04625,8.183925,8.3809,8.3173,8.534225,8.21225,8.271075,8.504725,8.43555,8.423875,8.30075,8.09495
"RAPGEFL1",12.0076,11.703,12.1722,11.8138,12.1376,12.099,11.8533,12.0678,12.0241,11.6366,11.881,11.7361,12.1817,11.877,11.8009,11.8615,11.8755,12.2028,11.9871,11.4187
"RAPH1",8.863625,8.9227,8.664475,8.8585,8.403025,8.947025,8.82545,8.55685,8.684425,8.61335,8.86765,8.8445,8.76365,8.821075,8.579625,8.864675,8.741775,8.791175,8.6722,8.669725
"RAPSN",5.6136,5.2419,5.6575,5.7245,5.5777,5.3222,5.4869,5.6852,5.6986,5.2624,5.4616,5.4077,5.4432,5.6337,5.4208,5.5728,5.2774,5.542,5.306,5.4323
"RARA",6.02376,5.96194,6.12384,6.15692,6.014,6.09114,6.08946,6.03116,6.15348,6.02392,6.13116,6.14628,5.99314,6.13486,5.9288,6.08492,6.1029,5.93414,6.07468,5.84518
"RARA-AS1",6.6501,6.3845,5.8094,6.9418,6.3347,6.182,6.3044,6.0516,6.06,6.3542,6.5066,6.3734,6.1641,6.4128,6.2904,6.0742,6.3698,5.8293,6.3406,6.3755
"RARB",4.75806,5.16064,4.71096,5.0551,4.64422,4.8203,4.87884,4.64482,4.80902,5.05824,5.00356,5.08854,5.05362,4.9904,4.85434,4.81682,5.05088,4.78098,4.9985,5.12896
"RARG",8.00066666666667,7.58103333333333,8.5374,8.10953333333333,8.07103333333333,8.5128,8.03023333333333,8.1296,8.19796666666667,7.90526666666667,8.01573333333333,7.93423333333333,8.27866666666667,8.0988,7.9319,8.3454,7.91036666666667,8.01626666666667,8.0931,7.73096666666667
"RARRES1",7.62776666666667,4.56843333333333,7.0597,6.21613333333333,7.58736666666667,7.81396666666667,6.56106666666667,8.62583333333333,6.4634,7.52346666666667,8.17046666666667,4.8616,7.05416666666667,5.8287,9.50516666666667,7.546,6.37423333333333,8.2209,7.65636666666667,8.59353333333333
"RARRES2",10.5461,10.7306,8.7774,10.3089,10.4449,10.2254,10.2286,9.8823,10.0154,10.5804,10.602,10.6341,9.4476,10.3527,10.107,10.8214,11.1298,9.5075,10.1106,9.9342
"RARRES3",9.3025,9.4757,8.5811,9.3085,9.8767,9.2915,9.3522,9.0264,9.427,9.995,9.5304,9.4988,8.8627,9.3692,9.4565,10.2116,9.6093,8.6853,9.1296,9.9668
"RARS",9.6491,9.6666,9.9348,9.8251,9.5069,9.8246,9.5835,9.6948,9.868,9.5827,9.5321,9.8185,9.7312,9.8118,9.6245,9.6099,9.5772,9.5605,9.62,9.7015
"RARS2",6.54184,6.3823,6.50352,6.66644,6.4765,6.4722,6.41572,6.4686,6.41348,6.5225,6.62796,6.44292,6.5095,6.5307,6.35528,6.59914,6.32742,6.52356,6.4736,6.39862
"RASA1",9.4714,9.18195,9.52505,9.1759,9.19195,9.4315,9.4958,9.2499,9.6847,9.3309,9.29025,9.5044,9.45365,9.3375,9.2757,9.38945,9.37445,9.28865,9.46435,9.5814
"RASA2",8.277,8.61266666666667,8.68126666666667,8.3387,8.45773333333333,8.79926666666667,9.10713333333333,8.62936666666667,7.94876666666667,8.1538,8.2658,8.49803333333333,8.55296666666667,8.3904,8.52763333333333,8.78323333333333,8.94113333333333,8.72886666666667,8.1644,8.21116666666667
"RASA3",6.3647,6.52686666666667,6.1022,6.38573333333333,6.75026666666667,6.4712,6.88126666666667,6.37013333333333,6.39723333333333,6.56396666666667,6.5546,6.64046666666667,6.28463333333333,6.40466666666667,6.557,6.60563333333333,6.92203333333333,6.4944,6.50486666666667,6.413
"RASAL1",6.70725,6.4319,7.1425,6.81145,6.48835,6.42595,6.06575,6.67115,6.95295,6.50325,6.2484,6.56375,6.8301,6.68715,6.80495,6.47345,6.00595,6.6687,6.5294,6.75215
"RASAL2",7.30524285714286,7.16411428571429,7.93014285714286,7.00771428571429,7.26895714285714,7.6828,7.06122857142857,7.69195714285714,7.02547142857143,6.86205714285714,7.29448571428571,7.26224285714286,7.73687142857143,7.10605714285714,7.20372857142857,7.62527142857143,7.13375714285714,7.63068571428571,7.13652857142857,6.86111428571429
"RASAL3",6.2625,5.9243,5.9734,6.195,6.4376,6.2481,5.8406,6.1656,6.6238,6.2173,6.0815,6.3229,6.0344,6.1237,6.267,6.4451,6.1741,6.0716,6.3169,6.2686
"RASD1",6.4938,6.7215,5.7538,6.6132,6.6247,6.5581,7.028,7.1073,6.2096,7.0442,6.6226,6.9526,6.2984,6.578,6.6089,6.8903,7.0311,6.762,6.518,6.7803
"RASD2",6.0289,6.7346,5.4359,6.3469,5.4937,5.2535,6.2033,6.1075,5.9438,6.8326,6.0481,6.4016,6.2444,6.0655,6.2767,6.1919,6.4912,5.7918,6.3085,6.3511
"RASEF",7.74354,7.97156,7.22556,7.56176,7.2519,7.85932,7.64916,8.01248,7.5391,7.50338,8.03514,7.74216,7.58204,7.50412,7.93162,7.90368,7.605,8.08894,7.84106,8.02188
"RASGEF1A",4.6239,5.2849,4.2602,5.64115,4.7962,4.5722,4.527,4.90475,4.8306,5.1467,4.5372,5.3661,5.0318,5.24435,5.16705,4.74835,4.69735,4.6731,4.89595,5.2093
"RASGEF1B",6.1944,6.0706,6.3783,5.54445,6.6036,6.7546,6.1686,6.53805,5.18595,6.7637,6.1759,6.0946,6.2392,5.6858,6.5944,6.67495,6.42555,6.6807,5.87575,5.443
"RASGEF1C",4.8994,5.2406,5.0414,5.6687,4.9079,5.0327,4.8985,5.0253,5.0937,5.0872,5.0127,5.2859,5.0543,5.3084,5.1204,4.7761,4.5721,4.9742,5.0779,5.1933
"RASGRF1",3.752825,3.7301,3.8951,3.689975,3.893775,3.873975,3.662675,4.0672,3.932575,3.990375,3.579,3.961175,3.78945,3.97765,3.854475,3.85385,3.752725,3.84695,3.760725,3.816575
"RASGRF2",6.00165,6.24855,5.52305,6.01635,5.7183,5.70345,5.90175,5.6014,5.99065,6.33855,6.0258,6.0271,5.6326,5.97665,5.6652,5.6776,6.16395,5.4726,5.95465,5.81945
"RASGRP1",9.8573,9.8055,10.7997,10.1171,10.0166,10.2447,9.5419,10.2488,10.347,10.182,9.4969,10.0073,10.6001,10.0385,9.8152,9.9747,9.53,10.2243,10.16,10.2207
"RASGRP2",5.4429,5.5873,5.0556,5.348725,5.73295,5.268875,5.213125,5.50675,5.69235,5.660925,5.3966,5.5892,5.265,5.488475,5.50615,5.220725,5.897325,5.469375,5.9147,5.3387
"RASGRP3",5.9463,5.91095,5.6341,6.0203,6.2125,5.82085,6.30045,5.7556,5.9456,6.37685,5.9412,5.901,6.11225,6.02035,6.0535,6.03965,6.4371,5.75515,5.72265,6.2689
"RASGRP4",7.397,7.2744,6.8509,7.17315,7.45185,7.0809,7.19605,7.1491,7.23025,7.2083,7.08345,7.21555,7.0936,6.8918,7.08805,7.0692,7.4706,6.97805,7.1153,6.84765
"RASIP1",6.5762,6.13985,6.46895,6.50385,6.1311,6.35465,6.24375,6.7237,6.5627,6.802,6.51835,6.53165,6.34745,6.7666,6.2513,6.27545,6.4502,6.4809,6.31415,6.6172
"RASL10A",4.9036,4.7513,5.0173,5.0238,4.9437,4.7533,4.2661,4.4881,4.7455,5.2035,4.7312,4.6902,4.8741,4.4497,5.0127,4.6988,4.7057,4.3838,4.6387,4.9387
"RASL10B",5.04725,5.0959,5.02795,4.9194,4.9355,4.87275,4.901,5.04625,4.8499,5.0501,4.8487,5.1114,4.694,4.956,5.11825,4.90455,4.98845,5.00795,4.93265,4.81965
"RASL11A",4.8867,4.9082,5.0874,5.0095,5.0364,4.8706,5.3801,5.622,5.066,4.4973,4.7743,4.8055,4.4363,4.972,4.7422,5.1357,5.5744,5.1367,5.1359,4.7797
"RASL11B",6.67155,7.12385,6.8802,7.1551,6.901,6.9529,6.8053,6.97925,6.7904,6.84825,6.5163,7.11795,6.89535,7.2136,6.7077,6.9037,6.88885,6.7267,7.0559,6.90505
"RASL12",7.4655,8.352,7.0057,8.2865,8.3914,7.7118,7.8493,7.8341,7.3552,8.2082,8.1721,8.4037,7.7671,8.3068,8.1631,8.1182,8.7884,7.4654,8.7309,7.9998
"RASSF1",8.8542,8.5688,8.6323,8.7501,8.9112,8.5285,8.4824,8.6799,8.8988,8.5595,8.7042,8.5324,8.5675,8.7691,8.4072,8.5183,8.964,8.6445,8.6706,8.4313
"RASSF1-AS1",5.4197,5.4541,5.3104,5.3576,5.6854,5.0847,5.1529,5.5504,5.4649,5.1713,5.3694,5.4022,5.3986,5.3654,5.4988,5.4525,5.294,5.648,5.3575,5.4795
"RASSF10",7.7193,8.8843,8.3459,8.8987,7.7089,8.3456,9.0026,8.0604,7.7579,8.2754,8.1806,8.6074,8.8047,8.7338,7.9287,7.9748,8.6995,8.0528,8.1405,8.4384
"RASSF2",10.7181,10.2239,9.0575,10.1075,10.6748,10.111,10.6924,9.9961,9.9407,10.3164,10.7548,10.4147,9.5239,10.1754,10.2055,10.5437,10.6061,9.5937,9.9691,9.9754
"RASSF3",8.66016666666667,9.13643333333333,8.353,9.21583333333333,9.21653333333333,8.99753333333333,9.424,8.84913333333333,8.60046666666667,9.47926666666667,9.0436,8.9879,8.83356666666667,9.0665,9.34406666666667,9.1118,9.41683333333333,8.80626666666667,9.40213333333333,9.44106666666667
"RASSF4",6.100575,5.606375,5.17595,5.62395,5.736125,5.83645,5.7063,5.442625,5.788775,5.8498,5.83215,5.80565,5.32755,5.351075,5.525575,6.0197,5.808275,5.46485,5.687475,5.795525
"RASSF5",9.01835,9.17895,9.5766,9.131,9.52585,9.52435,8.80325,9.447,8.87015,9.1283,9.37595,9.16605,9.55695,9.3413,9.1362,9.61295,8.781,9.46035,9.25225,8.5879
"RASSF6",7.25186666666667,7.0923,7.38016666666667,7.0024,6.66126666666667,7.41726666666667,7.47243333333333,7.1122,7.44753333333333,7.21406666666667,7.41176666666667,7.25486666666667,7.62713333333333,7.2007,7.4526,7.2917,7.47646666666667,7.70556666666667,7.1136,7.52136666666667
"RASSF7",9.107,8.30115,9.11715,8.9001,9.07075,8.85035,8.3239,8.781,9.38265,8.6991,8.4249,8.483,8.94835,8.6173,8.6933,8.59485,8.61665,8.70585,8.91185,8.4978
"RASSF8",5.6248,5.80505,5.169475,5.873975,5.391025,5.517575,5.989275,5.49265,5.3941,5.813225,5.76045,5.8033,5.427925,5.824075,5.51485,5.480275,6.1329,5.384125,5.425375,5.4417
"RASSF8-AS1",5.3887,5.40555,4.84765,5.18355,5.15415,4.81845,5.3068,4.98805,5.0561,5.23275,5.1557,5.2981,4.83825,5.44095,4.80745,4.9673,5.5352,4.96025,5.16085,5.3775
"RASSF9",7.32215,7.32465,7.8846,7.2378,7.57135,7.62555,7.45435,7.663,7.2253,7.37915,7.29035,7.3574,7.6835,7.1269,7.0574,7.11465,7.1144,7.5588,7.0257,6.9821
"RAVER1",9.4024,9.3239,9.6575,9.677,9.6628,9.6438,9.5419,9.6554,9.5248,9.4378,9.4873,9.2236,9.4461,9.7559,9.5451,9.7586,9.5591,9.5308,9.5531,9.3439
"RAVER2",5.51715,5.551,5.8187,5.92845,5.41145,5.3514,5.5612,5.487,5.5263,5.38455,5.63015,5.8215,5.62195,5.65495,5.15825,5.4234,5.75325,5.3308,5.70675,5.2719
"RAX",5.0125,4.3135,5.1111,5.0162,4.6357,5.0664,4.469,4.4706,4.9509,4.9864,4.6994,4.9003,4.9391,4.7974,4.6558,4.3821,4.5475,4.6918,4.6756,4.0423
"RAX2",6.5831,6.6199,6.8186,6.7346,6.6394,6.695,6.6621,6.7,6.5895,6.5649,6.6468,6.5104,6.6564,6.8459,6.6881,6.5773,6.8581,6.8013,6.5485,6.4634
"RB1",7.5608,7.9701,7.7014,7.95715,7.4548,7.57225,7.9709,7.74065,7.44825,7.48515,7.6224,7.343,7.65085,7.9569,7.7066,7.81905,7.81885,7.5928,7.6091,7.6259
"RB1CC1",10.37265,10.44725,10.6946,10.68035,10.7045,10.6437,10.70905,10.55125,10.47085,10.4903,10.25635,10.4794,10.623,10.65295,10.53295,10.5797,10.514,10.5192,10.49905,10.33655
"RBAK",7.38656666666667,7.31093333333333,7.38096666666667,7.3752,7.5023,7.70783333333333,7.7631,7.4154,7.4111,7.31386666666667,7.41786666666667,7.40843333333333,7.378,7.42306666666667,7.3452,7.6136,7.60373333333333,7.42106666666667,7.5221,7.27196666666667
"RBAKDN",6.3089,6.3072,6.6877,6.6268,6.4813,6.4503,6.3072,6.7159,6.5753,6.5982,6.2957,6.663,6.6423,6.9341,6.4706,6.462,6.5449,6.7159,6.5665,6.3553
"RBBP4",8.42773333333333,8.72056666666667,8.786,8.6167,8.5725,8.79631666666667,8.73973333333333,8.51431666666667,8.03273333333333,8.42333333333333,8.62961666666667,8.52716666666667,8.7248,8.68306666666667,8.54056666666667,8.78136666666667,8.62948333333333,8.66403333333333,8.43905,8.484
"RBBP4P4",3.3314,3.4125,3.8149,3.135,3.6111,3.0685,3.2993,3.3131,3.5502,3.4173,3.3498,3.5095,3.6606,3.3499,3.4946,3.4381,3.442,3.8089,3.4123,3.5051
"RBBP5",9.07,9.6882,9.9906,9.5157,10.1936,9.9968,9.6985,9.8435,9.0747,9.8439,9.4517,9.4839,9.9564,9.6174,10.0924,10.0568,9.6132,9.6375,9.6971,9.6243
"RBBP6",8.7804625,8.8124875,9.0626625,8.9865875,8.9673,8.8264,8.5278875,8.7917875,8.891425,8.6636875,8.7303375,8.9024625,8.9326375,8.9385375,8.8911125,8.672225,8.6314625,8.888375,8.8040375,8.6883625
"RBBP7",11.3083,11.1005,11.3686,11.1458,11.3049,11.497,11.1512,11.326,11.7558,11.3542,11.0122,11.4067,11.3465,11.0106,11.3146,11.2202,11.2292,11.3478,11.3998,11.5436
"RBBP8",10.5992,10.2044,10.4579,10.5112,10.1627,10.426,10.522,10.0784,10.7524,10.3709,10.5551,10.1395,10.292,10.4174,10.202,10.3016,10.4852,10.1996,10.378,10.4056
"RBBP8NL",6.7473,6.7829,6.9864,7.0522,6.8451,6.6752,6.6553,6.7499,7.0864,6.7519,6.5922,6.6241,6.753,6.6497,6.948,6.7379,6.5463,6.7154,6.799,6.7556
"RBBP9",5.732075,6.20015,6.20695,6.177675,6.1226,6.21555,6.2441,6.13075,5.734025,6.094175,6.156975,5.856975,6.37325,6.2625,6.0223,6.2431,6.010925,6.080625,6.0802,6.042875
"RBCK1",9.14385,8.58025,9.2819,9.1465,8.98905,8.9489,8.89625,8.84285,9.28795,9.0764,9.04965,8.8593,9.20255,9.0568,8.8556,9.05085,9.0538,8.86885,9.0174,9.0397
"RBFA",6.62185,6.59785,7.064,6.6561,6.61245,6.8834,6.87145,6.80815,6.84815,6.8147,6.7898,6.4911,6.618,6.92975,6.6644,6.988,6.7654,6.8239,6.83645,6.7344
"RBFADN",5.10945,4.84325,4.84655,4.98405,4.70935,4.38945,4.45335,4.80645,5.14105,4.47545,4.74035,5.0005,4.8656,4.89985,4.62675,4.7994,4.71895,4.51705,4.9671,4.70495
"RBFOX1",3.8454,3.72233333333333,3.88306666666667,3.7901,3.83313333333333,3.61773333333333,3.6932,4.1123,3.7404,4.10043333333333,3.84603333333333,4.31613333333333,3.85586666666667,3.9882,3.7685,4.00186666666667,3.59256666666667,3.89803333333333,3.8397,3.96046666666667
"RBFOX2",8.443225,8.84785,8.581425,8.50065,8.298875,8.687975,8.885525,8.5984,8.2741,8.56235,8.784025,8.55125,8.715175,8.668225,8.493625,8.8057,8.777525,8.579,8.770325,8.4362
"RBFOX3",3.46245,3.504,3.6328,3.462,3.5113,3.41335,3.42625,3.52155,3.74605,3.5181,3.45085,3.6182,3.49865,3.4575,3.4081,3.49825,3.3029,3.53215,3.3995,3.3954
